Evaluation1,Evaluation2,Assessement1,Evaluation3,FinalAssessement
5.02,6.02,6.76,7.02,7.31
6.41,7.41,7.81,8.41,8
9.43,10,10,10,9.52
5.72,6.72,7.29,7.72,7.66
2.32,3.32,4.74,4.32,5.96
9.15,10,9.87,10,9.38
4.85,5.85,6.63,6.85,7.22
5.22,6.22,6.91,7.22,7.41
5.62,6.62,7.22,7.62,7.61
5.95,6.95,7.46,7.95,7.77
5.06,6.06,6.79,7.06,7.33
2.82,3.82,5.12,4.82,6.21
3.78,4.78,5.83,5.78,6.69
5.47,6.47,7.1,7.47,7.54
7.17,8.17,8.38,9.17,8.39
0.61,1.61,3.46,2.61,5.11
6.04,7.04,7.53,8.04,7.82
6.45,7.45,7.83,8.45,8.02
8.03,9.03,9.02,10,8.81
5.98,6.98,7.49,7.98,7.79
6.52,7.52,7.89,8.52,8.06
8.25,9.25,9.19,10,8.93
6.93,7.93,8.2,8.93,8.26
3.48,4.48,5.61,5.48,6.54
3.94,4.94,5.96,5.94,6.77
3.42,4.42,5.56,5.42,6.51
5,6,6.75,7,7.3
7.89,8.89,8.92,9.89,8.74
5.72,6.72,7.29,7.72,7.66
1.6,2.6,4.2,3.6,5.6
6.93,7.93,8.19,8.93,8.26
3.72,4.72,5.79,5.72,6.66
5.4,6.4,7.05,7.4,7.5
6.79,7.79,8.09,8.79,8.19
7.39,8.39,8.54,9.39,8.5
7.06,8.06,8.3,9.06,8.33
3.69,4.69,5.77,5.69,6.65
4.1,5.1,6.08,6.1,6.85
4.7,5.7,6.52,6.7,7.15
5.82,6.82,7.37,7.82,7.71
8.67,9.67,9.5,10,9.13
5.03,6.03,6.77,7.03,7.31
4.66,5.66,6.49,6.66,7.13
5.58,6.58,7.19,7.58,7.59
5.55,6.55,7.17,7.55,7.58
7.76,8.76,8.82,9.76,8.68
10,10,10,10,10
7.9,8.9,8.92,9.9,8.75
5.04,6.04,6.78,7.04,7.32
5.26,6.26,6.95,7.26,7.43
5.24,6.24,6.93,7.24,7.42
8.1,9.1,9.07,10,8.85
5.38,6.38,7.04,7.38,7.49
4.37,5.37,6.28,6.37,6.99
6.03,7.03,7.52,8.03,7.81
5.65,6.65,7.24,7.65,7.63
3.45,4.45,5.58,5.45,6.52
6,7,7.5,8,7.8
2.98,3.98,5.23,4.98,6.29
6.74,7.74,8.06,8.74,8.17
8.66,9.66,9.49,10,9.13
8.38,9.38,9.29,10,8.99
10,10,10,10,9.87
2.43,3.43,4.82,4.43,6.01
3.77,4.77,5.83,5.77,6.68
5.54,6.54,7.16,7.54,7.57
1.02,2.02,3.76,3.02,5.31
5.09,6.09,6.82,7.09,7.35
6.9,7.9,8.17,8.9,8.25
7.93,8.93,8.94,9.93,8.76
4.45,5.45,6.34,6.45,7.03
7.61,8.61,8.71,9.61,8.61
4.05,5.05,6.04,6.05,6.83
5.75,6.75,7.31,7.75,7.68
4.37,5.37,6.28,6.37,6.99
5.18,6.18,6.89,7.18,7.39
10,10,10,10,10
5.68,6.68,7.26,7.68,7.64
8.02,9.02,9.02,10,8.81
7.24,8.24,8.43,9.24,8.42
5.94,6.94,7.45,7.94,7.77
2.9,3.9,5.18,4.9,6.25
1.98,2.98,4.48,3.98,5.79
6.56,7.56,7.92,8.56,8.08
5.82,6.82,7.37,7.82,7.71
7.38,8.38,8.53,9.38,8.49
4.57,5.57,6.43,6.57,7.08
6.34,7.34,7.75,8.34,7.97
7.09,8.09,8.32,9.09,8.35
7.16,8.16,8.37,9.16,8.38
6.13,7.13,7.6,8.13,7.86
6.97,7.97,8.23,8.97,8.29
3.42,4.42,5.56,5.42,6.51
4.18,5.18,6.13,6.18,6.89
5.58,6.58,7.18,7.58,7.59
9.11,10,9.83,10,9.35
5.34,6.34,7,7.34,7.47
5.83,6.83,7.37,7.83,7.71
6.05,7.05,7.54,8.05,7.83
9.4,10,10,10,9.5
3.55,4.55,5.66,5.55,6.57
8.73,9.73,9.55,10,9.17
5.12,6.12,6.84,7.12,7.36
4.59,5.59,6.45,6.59,7.1
10,10,10,10,10
9.18,10,9.89,10,9.39
4.61,5.61,6.46,6.61,7.1
6.26,7.26,7.69,8.26,7.93
5.3,6.3,6.97,7.3,7.45
6.5,7.5,7.88,8.5,8.05
10,10,10,10,9.83
9.51,10,10,10,9.55
5.35,6.35,7.01,7.35,7.48
6.47,7.47,7.85,8.47,8.04
9.14,10,9.86,10,9.37
8.47,9.47,9.35,10,9.03
0.68,1.68,3.51,2.68,5.14
5.75,6.75,7.31,7.75,7.67
3.84,4.84,5.88,5.84,6.72
6.26,7.26,7.69,8.26,7.93
6.53,7.53,7.9,8.53,8.07
5.34,6.34,7,7.34,7.47
5.75,6.75,7.32,7.75,7.68
1.89,2.89,4.42,3.89,5.74
4.88,5.88,6.66,6.88,7.24
4.98,5.98,6.74,6.98,7.29
9.33,10,10,10,9.47
3.35,4.35,5.51,5.35,6.48
4.47,5.47,6.35,6.47,7.03
7.93,8.93,8.95,9.93,8.76
4.34,5.34,6.26,6.34,6.97
7.22,8.22,8.42,9.22,8.41
6.48,7.48,7.86,8.48,8.04
5.22,6.22,6.91,7.22,7.41
4.66,5.66,6.5,6.66,7.13
7.51,8.51,8.63,9.51,8.56
3.82,4.82,5.87,5.82,6.71
7.86,8.86,8.9,9.86,8.73
1.37,2.37,4.03,3.37,5.48
4.92,5.92,6.69,6.92,7.26
4.72,5.72,6.54,6.72,7.16
6.76,7.76,8.07,8.76,8.18
6.04,7.04,7.53,8.04,7.82
10,10,10,10,10
6.61,7.61,7.96,8.61,8.1
4.25,5.25,6.19,6.25,6.92
9.99,10,10,10,9.8
2.79,3.79,5.09,4.79,6.19
7.02,8.02,8.27,9.02,8.31
3.31,4.31,5.48,5.31,6.45
8.41,9.41,9.31,10,9.01
5.08,6.08,6.81,7.08,7.34
6.11,7.11,7.58,8.11,7.86
7.3,8.3,8.48,9.3,8.45
8.5,9.5,9.37,10,9.05
6.38,7.38,7.79,8.38,7.99
6.51,7.51,7.88,8.51,8.05
6,7,7.5,8,7.8
3.41,4.41,5.56,5.41,6.5
4.49,5.49,6.37,6.49,7.05
7.06,8.06,8.29,9.06,8.33
6.13,7.13,7.6,8.13,7.86
7.21,8.21,8.41,9.21,8.41
7.68,8.68,8.76,9.68,8.64
5.68,6.68,7.26,7.68,7.64
6.5,7.5,7.88,8.5,8.05
5.43,6.43,7.07,7.43,7.52
3.16,4.16,5.37,5.16,6.38
6.44,7.44,7.83,8.44,8.02
4.09,5.09,6.06,6.09,6.84
4.28,5.28,6.21,6.28,6.94
3.47,4.47,5.6,5.47,6.53
9.43,10,10,10,9.51
5.63,6.63,7.22,7.63,7.62
7.48,8.48,8.61,9.48,8.54
7.9,8.9,8.92,9.9,8.75
6.28,7.28,7.71,8.28,7.94
4.03,5.03,6.02,6.03,6.82
4.18,5.18,6.13,6.18,6.89
5.95,6.95,7.46,7.95,7.77
5.68,6.68,7.26,7.68,7.64
5.62,6.62,7.22,7.62,7.61
8.71,9.71,9.53,10,9.16
2.27,3.27,4.7,4.27,5.94
6.81,7.81,8.11,8.81,8.2
6.12,7.12,7.59,8.12,7.86
2.68,3.68,5.01,4.68,6.14
3.87,4.87,5.9,5.87,6.74
3.91,4.91,5.93,5.91,6.75
4.41,5.41,6.31,6.41,7
2.76,3.76,5.07,4.76,6.18
6.66,7.66,8,8.66,8.13
6.9,7.9,8.17,8.9,8.25
6.36,7.36,7.77,8.36,7.98
4.34,5.34,6.25,6.34,6.97
7.36,8.36,8.52,9.36,8.48
9.67,10,10,10,9.63
8.53,9.53,9.4,10,9.07
5.21,6.21,6.91,7.21,7.4
2.82,3.82,5.11,4.82,6.21
5.69,6.69,7.27,7.69,7.65
7.41,8.41,8.56,9.41,8.51
4.77,5.77,6.58,6.77,7.19
9.03,10,9.77,10,9.31
8.6,9.6,9.45,10,9.1
7.69,8.69,8.77,9.69,8.64
9.03,10,9.77,10,9.32
7.07,8.07,8.3,9.07,8.33
4.32,5.32,6.24,6.32,6.96
5.25,6.25,6.94,7.25,7.42
4.96,5.96,6.72,6.96,7.28
7.3,8.3,8.47,9.3,8.45
1.59,2.59,4.19,3.59,5.6
5.59,6.59,7.19,7.59,7.59
6.74,7.74,8.06,8.74,8.17
6.93,7.93,8.2,8.93,8.26
2.52,3.52,4.89,4.52,6.06
4.99,5.99,6.74,6.99,7.3
3.45,4.45,5.59,5.45,6.52
5.05,6.05,6.79,7.05,7.33
6.57,7.57,7.93,8.57,8.09
5.52,6.52,7.14,7.52,7.56
7.75,8.75,8.81,9.75,8.67
6.47,7.47,7.85,8.47,8.03
4.32,5.32,6.24,6.32,6.96
8.39,9.39,9.29,10,9
6.84,7.84,8.13,8.84,8.22
9.23,10,9.93,10,9.42
4.19,5.19,6.14,6.19,6.89
6.45,7.45,7.84,8.45,8.03
4.73,5.73,6.55,6.73,7.16
9.33,10,10,10,9.47
6.03,7.03,7.52,8.03,7.82
6.09,7.09,7.57,8.09,7.85
5.2,6.2,6.9,7.2,7.4
10,10,10,10,10
3.55,4.55,5.66,5.55,6.57
8.16,9.16,9.12,10,8.88
8.73,9.73,9.55,10,9.16
7.22,8.22,8.42,9.22,8.41
9.41,10,10,10,9.5
5.81,6.81,7.36,7.81,7.71
4.18,5.18,6.14,6.18,6.89
6.93,7.93,8.2,8.93,8.26
5.79,6.79,7.34,7.79,7.69
9.6,10,10,10,9.6
5.51,6.51,7.13,7.51,7.55
4.14,5.14,6.1,6.14,6.87
4.82,5.82,6.62,6.82,7.21
6.3,7.3,7.73,8.3,7.95
4.84,5.84,6.63,6.84,7.22
9.97,10,10,10,9.79
5.9,6.9,7.43,7.9,7.75
7.7,8.7,8.78,9.7,8.65
6.65,7.65,7.99,8.65,8.13
5.15,6.15,6.86,7.15,7.37
8.61,9.61,9.46,10,9.11
8.44,9.44,9.33,10,9.02
5.55,6.55,7.16,7.55,7.58
6.44,7.44,7.83,8.44,8.02
8.65,9.65,9.49,10,9.13
3.44,4.44,5.58,5.44,6.52
4.75,5.75,6.56,6.75,7.17
2.62,3.62,4.96,4.62,6.11
4.77,5.77,6.58,6.77,7.18
5.41,6.41,7.06,7.41,7.5
8.1,9.1,9.07,10,8.85
5.59,6.59,7.19,7.59,7.6
7.61,8.61,8.71,9.61,8.61
3.97,4.97,5.98,5.97,6.79
10,10,10,10,10
3.46,4.46,5.6,5.46,6.53
5.58,6.58,7.19,7.58,7.59
8.89,9.89,9.67,10,9.24
5.31,6.31,6.98,7.31,7.46
3.89,4.89,5.92,5.89,6.75
9.42,10,10,10,9.51
5.01,6.01,6.76,7.01,7.31
6.71,7.71,8.03,8.71,8.15
6.15,7.15,7.61,8.15,7.88
5.8,6.8,7.35,7.8,7.7
5.98,6.98,7.49,7.98,7.79
6.14,7.14,7.61,8.14,7.87
6.32,7.32,7.74,8.32,7.96
4.05,5.05,6.04,6.05,6.82
6.32,7.32,7.74,8.32,7.96
3.26,4.26,5.45,5.26,6.43
4.56,5.56,6.42,6.56,7.08
5.95,6.95,7.46,7.95,7.77
7.35,8.35,8.51,9.35,8.47
0.96,1.96,3.72,2.96,5.28
8.04,9.04,9.03,10,8.82
6.97,7.97,8.23,8.97,8.29
4.38,5.38,6.29,6.38,6.99
6.51,7.51,7.88,8.51,8.06
5.08,6.08,6.81,7.08,7.34
1.74,2.74,4.31,3.74,5.67
8.48,9.48,9.36,10,9.04
9.26,10,9.95,10,9.43
7.07,8.07,8.31,9.07,8.34
6.91,7.91,8.19,8.91,8.26
6.88,7.88,8.16,8.88,8.24
7.75,8.75,8.81,9.75,8.67
8.46,9.46,9.35,10,9.03
7.4,8.4,8.55,9.4,8.5
5.46,6.46,7.1,7.46,7.53
4.54,5.54,6.41,6.54,7.07
3.97,4.97,5.97,5.97,6.78
4.43,5.43,6.32,6.43,7.01
2.84,3.84,5.13,4.84,6.22
7.52,8.52,8.64,9.52,8.56
5.24,6.24,6.93,7.24,7.42
6.52,7.52,7.89,8.52,8.06
5.68,6.68,7.26,7.68,7.64
7.27,8.27,8.45,9.27,8.43
6.02,7.02,7.52,8.02,7.81
10,10,10,10,10
5.87,6.87,7.4,7.87,7.73
6.18,7.18,7.63,8.18,7.89
4.27,5.27,6.2,6.27,6.94
6.08,7.08,7.56,8.08,7.84
5.34,6.34,7,7.34,7.47
5.67,6.67,7.25,7.67,7.63
6.7,7.7,8.03,8.7,8.15
7.39,8.39,8.55,9.39,8.5
7.53,8.53,8.65,9.53,8.57
5.63,6.63,7.22,7.63,7.62
6.54,7.54,7.9,8.54,8.07
3.8,4.8,5.85,5.8,6.7
4.74,5.74,6.56,6.74,7.17
8.06,9.06,9.04,10,8.83
6.33,7.33,7.75,8.33,7.97
9.41,10,10,10,9.5
8.42,9.42,9.31,10,9.01
6.7,7.7,8.03,8.7,8.15
2.99,3.99,5.25,4.99,6.3
3.85,4.85,5.89,5.85,6.72
3.54,4.54,5.66,5.54,6.57
8.63,9.63,9.47,10,9.11
5.77,6.77,7.33,7.77,7.68
5.14,6.14,6.86,7.14,7.37
4.54,5.54,6.41,6.54,7.07
2.16,3.16,4.62,4.16,5.88
6.63,7.63,7.98,8.63,8.12
6.36,7.36,7.77,8.36,7.98
9.65,10,10,10,9.62
6.83,7.83,8.12,8.83,8.22
4.49,5.49,6.37,6.49,7.05
4.58,5.58,6.43,6.58,7.09
6.35,7.35,7.76,8.35,7.97
6.82,7.82,8.12,8.82,8.21
7.66,8.66,8.74,9.66,8.63
5.7,6.7,7.27,7.7,7.65
5.31,6.31,6.98,7.31,7.45
5.92,6.92,7.44,7.92,7.76
6.58,7.58,7.93,8.58,8.09
3.68,4.68,5.76,5.68,6.64
4.79,5.79,6.59,6.79,7.19
9.16,10,9.87,10,9.38
6.68,7.68,8.01,8.68,8.14
7.39,8.39,8.54,9.39,8.49
4.97,5.97,6.72,6.97,7.28
5.31,6.31,6.99,7.31,7.46
4.37,5.37,6.28,6.37,6.99
5.57,6.57,7.17,7.57,7.58
7.78,8.78,8.83,9.78,8.69
8.01,9.01,9.01,10,8.8
4.42,5.42,6.31,6.42,7.01
6.42,7.42,7.81,8.42,8.01
4.01,5.01,6.01,6.01,6.81
5.41,6.41,7.06,7.41,7.51
6.86,7.86,8.15,8.86,8.23
8.78,9.78,9.58,10,9.19
5.43,6.43,7.07,7.43,7.52
2.82,3.82,5.12,4.82,6.21
3.7,4.7,5.78,5.7,6.65
5.48,6.48,7.11,7.48,7.54
8.01,9.01,9.01,10,8.81
9.22,10,9.92,10,9.41
7.67,8.67,8.75,9.67,8.63
7.89,8.89,8.92,9.89,8.75
6.15,7.15,7.61,8.15,7.88
3.78,4.78,5.83,5.78,6.69
3.12,4.12,5.34,5.12,6.36
8.09,9.09,9.07,10,8.84
6.54,7.54,7.91,8.54,8.07
4.59,5.59,6.44,6.59,7.09
3.49,4.49,5.62,5.49,6.55
8.02,9.02,9.02,10,8.81
3.23,4.23,5.42,5.23,6.42
7.25,8.25,8.44,9.25,8.43
7.92,8.92,8.94,9.92,8.76
9.38,10,10,10,9.49
5.69,6.69,7.27,7.69,7.64
3.73,4.73,5.8,5.73,6.66
5.78,6.78,7.33,7.78,7.69
7.45,8.45,8.59,9.45,8.53
6.54,7.54,7.91,8.54,8.07
9.12,10,9.84,10,9.36
6.1,7.1,7.57,8.1,7.85
3.47,4.47,5.6,5.47,6.53
6.58,7.58,7.93,8.58,8.09
10,10,10,10,9.84
5.51,6.51,7.13,7.51,7.55
5.96,6.96,7.47,7.96,7.78
7.61,8.61,8.71,9.61,8.61
3.02,4.02,5.26,5.02,6.31
5.73,6.73,7.3,7.73,7.67
8.38,9.38,9.28,10,8.99
7.71,8.71,8.78,9.71,8.66
3.32,4.32,5.49,5.32,6.46
5.12,6.12,6.84,7.12,7.36
6.66,7.66,7.99,8.66,8.13
6.8,7.8,8.1,8.8,8.2
4.38,5.38,6.29,6.38,6.99
4.65,5.65,6.49,6.65,7.13
9.03,10,9.78,10,9.32
5.04,6.04,6.78,7.04,7.32
7.55,8.55,8.67,9.55,8.58
7.31,8.31,8.48,9.31,8.45
5.7,6.7,7.27,7.7,7.65
4.18,5.18,6.13,6.18,6.89
4.23,5.23,6.18,6.23,6.92
10,10,10,10,9.86
4.2,5.2,6.15,6.2,6.9
6.56,7.56,7.92,8.56,8.08
7.09,8.09,8.32,9.09,8.35
5.78,6.78,7.33,7.78,7.69
6.61,7.61,7.96,8.61,8.1
5.55,6.55,7.16,7.55,7.57
7.23,8.23,8.42,9.23,8.42
2.46,3.46,4.84,4.46,6.03
3.53,4.53,5.64,5.53,6.56
5.77,6.77,7.33,7.77,7.68
5.39,6.39,7.05,7.39,7.5
4.37,5.37,6.28,6.37,6.99
5.56,6.56,7.17,7.56,7.58
5.11,6.11,6.83,7.11,7.35
6.82,7.82,8.11,8.82,8.21
4.14,5.14,6.1,6.14,6.87
7.44,8.44,8.58,9.44,8.52
9.25,10,9.94,10,9.43
4.76,5.76,6.57,6.76,7.18
3.4,4.4,5.55,5.4,6.5
5.5,6.5,7.12,7.5,7.55
6.89,7.89,8.17,8.89,8.24
5.93,6.93,7.45,7.93,7.77
4.34,5.34,6.26,6.34,6.97
5.28,6.28,6.96,7.28,7.44
5.02,6.02,6.77,7.02,7.31
5.24,6.24,6.93,7.24,7.42
4.79,5.79,6.59,6.79,7.19
5.1,6.1,6.83,7.1,7.35
6.3,7.3,7.72,8.3,7.95
7.16,8.16,8.37,9.16,8.38
4.75,5.75,6.56,6.75,7.18
4.24,5.24,6.18,6.24,6.92
3.81,4.81,5.86,5.81,6.71
4.81,5.81,6.6,6.81,7.2
5.76,6.76,7.32,7.76,7.68
9.08,10,9.81,10,9.34
7.68,8.68,8.76,9.68,8.64
5.77,6.77,7.33,7.77,7.69
6.39,7.39,7.79,8.39,8
5.93,6.93,7.45,7.93,7.77
7.23,8.23,8.42,9.23,8.41
8.42,9.42,9.31,10,9.01
6.6,7.6,7.95,8.6,8.1
8.16,9.16,9.12,10,8.88
4.59,5.59,6.44,6.59,7.09
5.05,6.05,6.79,7.05,7.33
6.66,7.66,7.99,8.66,8.13
5.94,6.94,7.46,7.94,7.77
3.16,4.16,5.37,5.16,6.38
7.26,8.26,8.44,9.26,8.43
4.83,5.83,6.62,6.83,7.21
9.24,10,9.93,10,9.42
6.84,7.84,8.13,8.84,8.22
3.57,4.57,5.68,5.57,6.59
4.99,5.99,6.74,6.99,7.29
6.85,7.85,8.14,8.85,8.22
5.1,6.1,6.83,7.1,7.35
6.77,7.77,8.08,8.77,8.18
9.17,10,9.88,10,9.39
3.43,4.43,5.57,5.43,6.51
8.63,9.63,9.47,10,9.11
5.28,6.28,6.96,7.28,7.44
5.65,6.65,7.24,7.65,7.63
5.07,6.07,6.8,7.07,7.34
3.27,4.27,5.45,5.27,6.43
4.48,5.48,6.36,6.48,7.04
5.4,6.4,7.05,7.4,7.5
8.65,9.65,9.49,10,9.12
5.86,6.86,7.39,7.86,7.73
2.62,3.62,4.97,4.62,6.11
6.85,7.85,8.14,8.85,8.23
3.05,4.05,5.29,5.05,6.33
4.2,5.2,6.15,6.2,6.9
6.41,7.41,7.8,8.41,8
5.74,6.74,7.3,7.74,7.67
5.92,6.92,7.44,7.92,7.76
6.7,7.7,8.03,8.7,8.15
6.43,7.43,7.82,8.43,8.02
4.4,5.4,6.3,6.4,7
4.8,5.8,6.6,6.8,7.2
6.17,7.17,7.63,8.17,7.89
6.68,7.68,8.01,8.68,8.14
6.61,7.61,7.96,8.61,8.11
6.61,7.61,7.96,8.61,8.11
3.64,4.64,5.73,5.64,6.62
4.13,5.13,6.09,6.13,6.86
5.83,6.83,7.38,7.83,7.72
8.14,9.14,9.1,10,8.87
4.32,5.32,6.24,6.32,6.96
8.15,9.15,9.12,10,8.88
6.19,7.19,7.64,8.19,7.89
6.69,7.69,8.02,8.69,8.15
8.1,9.1,9.08,10,8.85
4.59,5.59,6.44,6.59,7.09
6.24,7.24,7.68,8.24,7.92
10,10,10,10,10
6.2,7.2,7.65,8.2,7.9
2.45,3.45,4.84,4.45,6.03
5.19,6.19,6.89,7.19,7.39
6.31,7.31,7.73,8.31,7.96
6.8,7.8,8.1,8.8,8.2
10,10,10,10,10
6.06,7.06,7.54,8.06,7.83
7.7,8.7,8.78,9.7,8.65
7.89,8.89,8.92,9.89,8.75
4.74,5.74,6.56,6.74,7.17
7.54,8.54,8.66,9.54,8.57
1.95,2.95,4.46,3.95,5.77
8.68,9.68,9.51,10,9.14
4.08,5.08,6.06,6.08,6.84
7.69,8.69,8.77,9.69,8.65
6.89,7.89,8.17,8.89,8.25
6.17,7.17,7.63,8.17,7.89
8.81,9.81,9.61,10,9.21
6.31,7.31,7.73,8.31,7.95
1.93,2.93,4.45,3.93,5.77
5.46,6.46,7.09,7.46,7.53
3.28,4.28,5.46,5.28,6.44
7.88,8.88,8.91,9.88,8.74
3.89,4.89,5.92,5.89,6.75
4.77,5.77,6.58,6.77,7.19
5.39,6.39,7.04,7.39,7.5
4.09,5.09,6.07,6.09,6.84
6.26,7.26,7.69,8.26,7.93
8.15,9.15,9.11,10,8.88
6.54,7.54,7.9,8.54,8.07
4.97,5.97,6.73,6.97,7.29
7.8,8.8,8.85,9.8,8.7
6.24,7.24,7.68,8.24,7.92
5.46,6.46,7.1,7.46,7.53
6.27,7.27,7.7,8.27,7.94
5.12,6.12,6.84,7.12,7.36
6.31,7.31,7.73,8.31,7.95
6.26,7.26,7.69,8.26,7.93
5.95,6.95,7.46,7.95,7.77
7.79,8.79,8.84,9.79,8.69
7.46,8.46,8.6,9.46,8.53
7.92,8.92,8.94,9.92,8.76
6.14,7.14,7.61,8.14,7.87
8.2,9.2,9.15,10,8.9
5.81,6.81,7.35,7.81,7.7
4.53,5.53,6.4,6.53,7.07
5.98,6.98,7.49,7.98,7.79
6.93,7.93,8.2,8.93,8.27
0.9,1.9,3.67,2.9,5.25
9.13,10,9.85,10,9.36
8.3,9.3,9.22,10,8.95
4.59,5.59,6.44,6.59,7.1
9.75,10,10,10,9.68
7.3,8.3,8.48,9.3,8.45
7.13,8.13,8.35,9.13,8.37
8.84,9.84,9.63,10,9.22
4.73,5.73,6.55,6.73,7.16
4.46,5.46,6.34,6.46,7.03
6.62,7.62,7.96,8.62,8.11
7.11,8.11,8.34,9.11,8.36
2.4,3.4,4.8,4.4,6
4.08,5.08,6.06,6.08,6.84
6.48,7.48,7.86,8.48,8.04
4.87,5.87,6.65,6.87,7.23
5.14,6.14,6.85,7.14,7.37
6.01,7.01,7.51,8.01,7.81
8.22,9.22,9.16,10,8.91
6.99,7.99,8.24,8.99,8.29
5.79,6.79,7.35,7.79,7.7
8.19,9.19,9.14,10,8.89
5.25,6.25,6.94,7.25,7.42
8.06,9.06,9.04,10,8.83
6.46,7.46,7.84,8.46,8.03
9.53,10,10,10,9.56
9.52,10,10,10,9.56
7.66,8.66,8.75,9.66,8.63
7.35,8.35,8.51,9.35,8.47
4.17,5.17,6.13,6.17,6.89
5.35,6.35,7.02,7.35,7.48
3,4,5.25,5,6.3
6.16,7.16,7.62,8.16,7.88
9.25,10,9.93,10,9.42
5.55,6.55,7.16,7.55,7.58
6.69,7.69,8.02,8.69,8.15
7.68,8.68,8.76,9.68,8.64
8.31,9.31,9.24,10,8.96
3.9,4.9,5.92,5.9,6.75
9.86,10,10,10,9.73
6.24,7.24,7.68,8.24,7.92
5.46,6.46,7.09,7.46,7.53
4.89,5.89,6.67,6.89,7.25
3.97,4.97,5.98,5.97,6.78
6.94,7.94,8.21,8.94,8.27
9.26,10,9.94,10,9.43
8.89,9.89,9.67,10,9.24
7.31,8.31,8.48,9.31,8.45
5.64,6.64,7.23,7.64,7.62
5.4,6.4,7.05,7.4,7.5
8.15,9.15,9.11,10,8.88
10,10,10,10,10
5.36,6.36,7.02,7.36,7.48
6.35,7.35,7.77,8.35,7.98
4.31,5.31,6.24,6.31,6.96
8.17,9.17,9.13,10,8.89
3.8,4.8,5.85,5.8,6.7
6.44,7.44,7.83,8.44,8.02
6.99,7.99,8.25,8.99,8.3
1.61,2.61,4.21,3.61,5.61
4.04,5.04,6.03,6.04,6.82
4.73,5.73,6.55,6.73,7.17
3.72,4.72,5.79,5.72,6.66
9.56,10,10,10,9.58
8.98,9.98,9.74,10,9.29
2.65,3.65,4.99,4.65,6.12
4.72,5.72,6.54,6.72,7.16
7.49,8.49,8.61,9.49,8.54
8.98,9.98,9.74,10,9.29
4.92,5.92,6.69,6.92,7.26
8.89,9.89,9.67,10,9.24
7.51,8.51,8.63,9.51,8.56
10,10,10,10,9.8
9.28,10,9.96,10,9.44
9.59,10,10,10,9.6
4.15,5.15,6.11,6.15,6.88
5.57,6.57,7.18,7.57,7.59
4.07,5.07,6.05,6.07,6.84
6.66,7.66,7.99,8.66,8.13
7.78,8.78,8.84,9.78,8.69
4.49,5.49,6.37,6.49,7.04
5.28,6.28,6.96,7.28,7.44
8.82,9.82,9.62,10,9.21
6.96,7.96,8.22,8.96,8.28
7.7,8.7,8.78,9.7,8.65
6.16,7.16,7.62,8.16,7.88
8.95,9.95,9.71,10,9.28
5.35,6.35,7.01,7.35,7.47
6.35,7.35,7.76,8.35,7.97
5.49,6.49,7.12,7.49,7.55
9,10,9.75,10,9.3
5.18,6.18,6.89,7.18,7.39
6.12,7.12,7.59,8.12,7.86
9.34,10,10,10,9.47
4.66,5.66,6.5,6.66,7.13
4.4,5.4,6.3,6.4,7
7.05,8.05,8.28,9.05,8.32
3.86,4.86,5.9,5.86,6.73
3.83,4.83,5.87,5.83,6.72
4.48,5.48,6.36,6.48,7.04
2.23,3.23,4.67,4.23,5.91
3.31,4.31,5.49,5.31,6.46
6.86,7.86,8.14,8.86,8.23
6.36,7.36,7.77,8.36,7.98
3.18,4.18,5.39,5.18,6.39
5.15,6.15,6.86,7.15,7.38
8.06,9.06,9.04,10,8.83
6.85,7.85,8.13,8.85,8.22
5.38,6.38,7.03,7.38,7.49
5.14,6.14,6.86,7.14,7.37
9.82,10,10,10,9.71
7.7,8.7,8.78,9.7,8.65
5.48,6.48,7.11,7.48,7.54
8.05,9.05,9.04,10,8.83
2.04,3.04,4.53,4.04,5.82
7.03,8.03,8.27,9.03,8.32
6.17,7.17,7.63,8.17,7.88
6.59,7.59,7.94,8.59,8.1
7.18,8.18,8.38,9.18,8.39
7.75,8.75,8.81,9.75,8.67
7.36,8.36,8.52,9.36,8.48
4.71,5.71,6.53,6.71,7.15
5.88,6.88,7.41,7.88,7.74
6.29,7.29,7.72,8.29,7.95
7.66,8.66,8.75,9.66,8.63
6.47,7.47,7.85,8.47,8.04
6.54,7.54,7.91,8.54,8.07
5.33,6.33,7,7.33,7.47
6.54,7.54,7.91,8.54,8.07
4.75,5.75,6.57,6.75,7.18
6.93,7.93,8.2,8.93,8.26
6.99,7.99,8.24,8.99,8.3
2.51,3.51,4.89,4.51,6.06
5.62,6.62,7.21,7.62,7.61
4.59,5.59,6.44,6.59,7.09
3.74,4.74,5.81,5.74,6.67
7.15,8.15,8.36,9.15,8.38
9.18,10,9.88,10,9.39
7.65,8.65,8.74,9.65,8.63
5.78,6.78,7.33,7.78,7.69
8.13,9.13,9.1,10,8.87
7.02,8.02,8.27,9.02,8.31
9.05,10,9.79,10,9.32
6.41,7.41,7.81,8.41,8
0.68,1.68,3.51,2.68,5.14
6.23,7.23,7.67,8.23,7.91
9.01,10,9.76,10,9.3
3.83,4.83,5.87,5.83,6.72
5.32,6.32,6.99,7.32,7.46
6.41,7.41,7.81,8.41,8.01
6.09,7.09,7.57,8.09,7.85
5.85,6.85,7.39,7.85,7.73
8.43,9.43,9.32,10,9.01
6.56,7.56,7.92,8.56,8.08
10,10,10,10,10
6.26,7.26,7.7,8.26,7.93
1.89,2.89,4.42,3.89,5.74
